Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,1999,1317.189651,6411.978787,4593.533803
,,,,,,,,2000,1352.616799,6850.785456,4693.663398
,,,,,,,,2001,1202.621157,7192.489915,4722.604282
,,,,,,,,2002,1135.034247,7484.165665,4578.11993
,,,,,,,,2003,1091.824276,7656.434733,4695.476215
,,,,,,,,2004,1033.131761,8033.350045,4542.266997
,,,,,,,,2005,979.598558,8358.434665,4366.412904
,,,,,,,,2006,873.8023643,8701.895122,4253.168774
,,,,,,,,2007,856.6904339,8976.504816,4228.044841
,,,,,,,,2008,874.5538624,9198.186799,4371.975567
,,,,,,,,2009,944.9354863,9122.099369,4632.22542
,,,,,,,,2010,1050.868944,9050.111226,4891.105093
,,,,,,,,2011,1241.431548,9464.87585,5128.615771
,,,,,,,,2012,1478.646833,8994.107353,5226.328526
,,,,,,,,2013,1493.005867,8024.789105,5006.152128
,,,,,,,,2014,1411.563007,7478.796018,4752.070303
,,,,,,,,2015,1328.05792,7079.384611,4610.627079
,,,,,,,,2016,1446.917171,6794.200846,4802.688424
,,,,,,,,2017,1503.07591,6571.673988,4609.381299
,,,,,,,,2018,1320.447495,6397.334425,4821.244438
,,,,,,,,2019,1254.046076,6302.234717,4585.962015
,,,,,,,,2020,1231.639108,6302.759206,4508.851144
,,,,,,,,2021,1261.246477,6530.718301,4655.178753
,,,,,,,,2022,1401.140068,7402.293722,5170.830005
,,,,,,,,2023,1627.900302,8881.367867,5995.038727
,,,,,,,,2024,1805.444093,10187.53541,6318.190448
,,,,,,,,2025,1649.42797,10937.40039,6525.797448
,,,,,,,,2026,1526.161374,11160.84789,6252.534415
,,,,,,,,2027,1432.541103,11199.14309,6225.546357
,,,,,,,,2028,1404.658148,11013.97324,6095.834849
,,,,,,,,2029,1381.687883,10867.90042,5891.10501
,,,,,,,,2030,1422.70054,10643.47802,5804.45285
,,,,,,,,2031,1405.543408,10474.98322,5759.308188
,,,,,,,,2032,1417.807572,10490.61233,5863.535671
,,,,,,,,2033,1438.221208,10635.70503,5914.22929
,,,,,,,,2034,1452.964832,10250.35548,5753.3237
,,,,,,,,2035,1510.381194,10183.89188,5874.995766
,,,,,,,,2036,1742.950228,9555.898427,5967.233994
,,,,,,,,2037,1678.228952,8397.697802,5695.530733
,,,,,,,,2038,1586.421469,7887.308877,5261.910813
,,,,,,,,2039,1516.091853,7615.900382,4951.320073
,,,,,,,,2040,1577.476613,7285.225459,5150.683999
,,,,,,,,2041,1592.84709,6959.771142,4879.535357
,,,,,,,,2042,1424.375856,6577.946598,5053.050268
,,,,,,,,2043,1310.82802,6418.258687,4720.1427
,,,,,,,,2044,1358.660302,6411.599643,4568.084093
,,,,,,,,2045,1444.952054,6593.187287,4716.047276
,,,,,,,,2046,1593.589114,7461.852717,5342.810243
,,,,,,,,2047,1846.143223,8893.880939,6247.186165
,,,,,,,,2048,1949.014076,9913.42367,6374.771792
,,,,,,,,2049,1740.527433,10354.08767,6397.360663
,,,,,,,,2050,1621.56161,10438.91232,6099.490476
,,,,,,,,2051,1517.110437,10304.82129,6175.620044
,,,,,,,,2052,1435.605451,10068.55403,5963.245478
,,,,,,,,2053,1373.199926,9995.211508,5745.268258
,,,,,,,,2054,1381.565984,9665.615109,5595.927083
,,,,,,,,2055,1321.851099,9422.105437,5507.972397
,,,,,,,,2056,1315.436994,9403.865298,5509.61918
,,,,,,,,2057,1408.993992,9543.250478,5642.926805
,,,,,,,,2058,1452.742873,9458.894705,5459.905327
,,,,,,,,2059,1553.484066,9228.783406,5690.183256
,,,,,,,,2060,1791.904857,8721.976129,5832.393312
,,,,,,,,2061,1690.853696,7859.969276,5483.699435
,,,,,,,,2062,1560.397666,7603.766934,5040.058046
,,,,,,,,2063,1468.826005,7421.742892,4786.235951
,,,,,,,,2064,1559.104172,7184.605323,4966.286032
,,,,,,,,2065,1549.909846,6868.143072,4680.583898
,,,,,,,,2066,1380.398576,6475.32265,4847.855417
,,,,,,,,2067,1287.897151,6326.013967,4627.531135
,,,,,,,,2068,1271.336461,6313.06176,4527.275323
,,,,,,,,2069,1328.957595,6457.495858,4620.818837
,,,,,,,,2070,1465.739322,7219.623984,5072.272988
,,,,,,,,2071,1742.994738,8510.540834,5876.3454
,,,,,,,,2072,1877.64224,9228.055306,6057.96291
,,,,,,,,2073,1686.924272,9476.585992,6154.81929
,,,,,,,,2074,1556.775719,9523.020514,5879.389328
,,,,,,,,2075,1475.233195,9333.97917,5907.587939
,,,,,,,,2076,1450.620418,9057.591687,5700.953165
,,,,,,,,2077,1432.330867,8910.957001,5561.19404
,,,,,,,,2078,1423.520627,8788.530053,5543.5265
,,,,,,,,2079,1420.588706,8562.404303,5562.104922
,,,,,,,,2080,1429.69348,8662.732065,5615.744923
,,,,,,,,2081,1485.087559,8681.936526,5706.961588
,,,,,,,,2082,1531.76396,8418.254548,5554.559204
,,,,,,,,2083,1633.338859,8585.730908,5754.103744
,,,,,,,,2084,1825.837635,8246.808574,5915.710731
,,,,,,,,2085,1751.195769,7578.181924,5654.192114
,,,,,,,,2086,1643.67835,7330.255691,5265.959245
,,,,,,,,2087,1555.610903,7199.743099,4972.705976
,,,,,,,,2088,1662.766962,6974.6289,5145.244821
,,,,,,,,2089,1674.384791,6684.3568,4876.785957
,,,,,,,,2090,1518.152668,6390.761813,5023.146945
,,,,,,,,2091,1430.85339,6260.438831,4729.613218
,,,,,,,,2092,1420.520085,6255.357512,4658.630723
,,,,,,,,2093,1449.777609,6411.264781,4748.637752
,,,,,,,,2094,1563.363214,7086.719169,5230.470397
,,,,,,,,2095,1811.236807,8008.111408,6002.257006
,,,,,,,,2096,1923.437825,8587.564178,6167.004235
,,,,,,,,2097,1715.299078,8855.916425,6277.001845
,,,,,,,,2098,1589.909182,8970.64665,5959.269564
,,,,,,,,2099,1525.663165,8689.420665,5988.39341
,,,,,,,,2100,1486.428736,8402.669558,5711.109095
,,,,,,,,2101,1469.132444,8607.98789,5540.058966
,,,,,,,,2102,1510.069453,8329.887984,5534.290061
,,,,,,,,2103,1444.681871,8334.747464,5481.185994
,,,,,,,,2104,1434.306056,8314.122304,5491.07365
,,,,,,,,2105,1400.848543,8207.971046,5402.476624
,,,,,,,,2106,1416.548301,7951.095442,5315.912597
,,,,,,,,2107,1479.122711,8304.137642,5563.765601
,,,,,,,,2108,1673.753098,8113.73252,5727.814289
,,,,,,,,2109,1575.447135,7458.907568,5409.710515
,,,,,,,,2110,1444.822468,7267.860268,5001.691704
,,,,,,,,2111,1348.776301,7134.38074,4746.89929
,,,,,,,,2112,1413.618017,6886.782711,4842.418884
,,,,,,,,2113,1408.259704,6626.67447,4603.308426
,,,,,,,,2114,1245.82865,6348.669027,4673.767428
,,,,,,,,2115,1160.354791,6161.060898,4369.895368
,,,,,,,,2116,1130.408611,6040.251715,4201.229928
,,,,,,,,2117,1144.572213,6080.223439,4154.66122
,,,,,,,,2118,1155.208911,6219.712539,4235.760256
,,,,,,,,2119,1176.612704,6291.126431,4337.902056
,,,,,,,,2120,1204.591351,6539.88002,4415.318978
,,,,,,,,2121,1046.812028,6623.0983,4426.327117
,,,,,,,,2122,930.1101924,6555.341448,4134.690535
,,,,,,,,2123,839.0698412,6429.10524,4128.339996
,,,,,,,,2124,779.4778038,6289.873987,3906.69181
,,,,,,,,2125,744.213835,6092.435352,3688.878274
,,,,,,,,2126,722.1000543,5935.682891,3526.24881
,,,,,,,,2127,716.7064699,5899.774502,3472.510818
,,,,,,,,2128,757.9542514,6092.938082,3640.027397
,,,,,,,,2129,834.5684403,6373.649554,3956.790402
,,,,,,,,2130,937.5970788,6696.906127,4285.84102
,,,,,,,,2131,1105.924081,7120.123347,4640.98712
,,,,,,,,2132,1312.126178,7105.536807,4840.988801
,,,,,,,,2133,1303.832411,6825.049648,4706.336034
,,,,,,,,2134,1265.543847,6796.495671,4550.888784
,,,,,,,,2135,1233.312695,6832.302019,4429.999017
,,,,,,,,2136,1347.899778,6771.530055,4611.003019
,,,,,,,,2137,1363.975193,6553.50519,4411.882595
,,,,,,,,2138,1233.126958,6322.931002,4571.905786
,,,,,,,,2139,1124.273271,6132.270328,4333.811507
,,,,,,,,2140,1073.870655,6013.340761,4192.104976
,,,,,,,,2141,1091.829215,6060.313093,4192.431446
,,,,,,,,2142,1164.742417,6235.988335,4257.438509
,,,,,,,,2143,1234.24089,6356.623901,4415.785887
,,,,,,,,2144,1289.869729,6808.999731,4571.460268
,,,,,,,,2145,1172.944812,7018.477291,4656.317406
,,,,,,,,2146,1049.498417,6894.195591,4359.664856
,,,,,,,,2147,932.7820202,6655.594343,4291.600551
,,,,,,,,2148,874.0285278,6412.082896,4065.626172
,,,,,,,,2149,870.154555,6252.694236,3879.046896
,,,,,,,,2150,835.9252993,6179.774291,3795.18575
,,,,,,,,2151,860.0076319,6141.762433,3771.683964
,,,,,,,,2152,892.8555994,6208.55082,3938.785898
,,,,,,,,2153,959.8553693,6341.065008,4206.486513
,,,,,,,,2154,1071.359309,6702.771802,4477.883027
,,,,,,,,2155,1245.274177,7074.903178,4855.624062
,,,,,,,,2156,1488.013692,7103.530601,5076.408706
,,,,,,,,2157,1478.189245,6834.295675,5004.121782
,,,,,,,,2158,1405.148535,6757.862644,4797.405727
,,,,,,,,2159,1366.068811,6683.809942,4662.811914
,,,,,,,,2160,1473.914787,6526.311297,4798.490943
,,,,,,,,2161,1521.328319,6370.779333,4577.169601
,,,,,,,,2162,1364.682333,6219.263684,4679.160504
,,,,,,,,2163,1290.953203,5944.36297,4450.745712
,,,,,,,,2164,1254.075629,5854.0515,4317.740237
,,,,,,,,2165,1264.130003,5859.47028,4225.539411
,,,,,,,,2166,1295.883256,5978.616409,4203.942967
,,,,,,,,2167,1316.131872,6216.032533,4290.779115
,,,,,,,,2168,1346.156288,6457.0776,4441.51049
,,,,,,,,2169,1227.673038,6585.278593,4511.389478
,,,,,,,,2170,1149.816845,6569.516221,4174.947278
,,,,,,,,2171,1114.493256,6404.556426,4126.589432
,,,,,,,,2172,1075.143617,6191.866907,3907.161721
,,,,,,,,2173,1078.474667,6039.92024,3786.307194
,,,,,,,,2174,1064.37167,5873.122678,3665.343208
,,,,,,,,2175,1056.128545,5825.073141,3631.284608
,,,,,,,,2176,1073.312859,5937.306727,3765.426453
,,,,,,,,2177,1106.57635,6140.211548,4024.565539
,,,,,,,,2178,1203.514829,6515.483638,4413.480624
,,,,,,,,2179,1426.521966,7135.0011,4877.255137
,,,,,,,,2180,1618.561285,7076.540098,5085.15683
,,,,,,,,2181,1579.818005,6864.574605,4941.768095
,,,,,,,,2182,1510.804864,6730.832563,4738.472832
,,,,,,,,2183,1461.325475,6708.995098,4623.206957
,,,,,,,,2184,1542.482487,6619.23317,4760.376685
,,,,,,,,2185,1527.922331,6429.802193,4499.139442
,,,,,,,,2186,1439.455532,6335.50643,4575.716094
,,,,,,,,2187,1279.782815,6105.233193,4379.038118
,,,,,,,,2188,1227.983323,5971.970088,4235.933713
,,,,,,,,2189,1215.592208,5991.285233,4210.227622
,,,,,,,,2190,1228.024862,6092.406522,4246.24681
,,,,,,,,2191,1253.951192,6223.703576,4323.808575
,,,,,,,,2192,1267.958888,6412.630585,4367.342639
,,,,,,,,2193,1325.191527,6674.794792,4567.753889
,,,,,,,,2194,1259.767534,6761.710346,4555.863186
,,,,,,,,2195,1199.741055,6743.722439,4447.008171
,,,,,,,,2196,1166.725427,6518.878549,4368.777297
,,,,,,,,2197,1184.64618,6339.068583,4282.8088
,,,,,,,,2198,1243.193448,6205.863832,4199.496003
,,,,,,,,2199,1275.777297,6207.135504,4218.714673
,,,,,,,,2200,1298.914529,6323.502125,4281.108705
,,,,,,,,2201,1372.821018,6540.513442,4466.507371
,,,,,,,,2202,1421.706365,7028.047438,4765.31304
,,,,,,,,2203,1581.144111,7801.321977,5226.358613
,,,,,,,,2204,1752.435208,7354.055376,5288.304276
,,,,,,,,2205,1673.52498,7082.682168,5023.439599
,,,,,,,,2206,1571.343943,6809.681034,4763.564966
,,,,,,,,2207,1515.071105,6847.374847,4634.691777
,,,,,,,,2208,1534.40433,6848.302345,4756.011554
,,,,,,,,2209,1528.957283,6684.382469,4499.764388
,,,,,,,,2210,1357.49369,6472.362394,4557.226025
,,,,,,,,2211,1252.567919,6239.116787,4354.175893
,,,,,,,,2212,1194.41337,6082.522874,4195.761044
,,,,,,,,2213,1239.330843,6083.590589,4162.97871
,,,,,,,,2214,1229.096011,6270.768224,4300.245561
,,,,,,,,2215,1307.598273,6753.568474,4669.483514
,,,,,,,,2216,1460.149184,7330.468726,5132.341652
,,,,,,,,2217,1598.229653,8123.755663,5642.666075
,,,,,,,,2218,1461.896017,8720.42211,5739.394739
,,,,,,,,2219,1346.620184,9163.430813,5700.334653
,,,,,,,,2220,1284.553988,8957.279532,5519.289174
,,,,,,,,2221,1311.365529,8726.737376,5474.164085
,,,,,,,,2222,1287.847551,8455.687696,5415.379788
,,,,,,,,2223,1348.100811,8185.101897,5116.772925
,,,,,,,,2224,1411.784556,8032.912904,5153.840961
,,,,,,,,2225,1415.944044,8359.41713,5357.790797
,,,,,,,,2226,1471.908524,9558.387616,5478.704922
,,,,,,,,2227,1670.594239,9939.050087,5886.212964
,,,,,,,,2228,1877.479947,8516.466518,5907.468971
,,,,,,,,2229,1804.257593,7829.782538,5593.268348
,,,,,,,,2230,1708.066376,7228.855046,5321.505977
,,,,,,,,2231,1646.220193,7213.25162,5109.87615
,,,,,,,,2232,1750.559064,7136.216877,5253.757224
,,,,,,,,2233,1709.676982,6907.038783,4819.417645
,,,,,,,,2234,1532.85718,6675.143652,4884.337966
,,,,,,,,2235,1421.99171,6344.532461,4607.030418
,,,,,,,,2236,1374.737708,6197.976416,4384.960238
,,,,,,,,2237,1351.108733,6200.565149,4380.334069
,,,,,,,,2238,1338.726996,6380.229957,4568.856025
,,,,,,,,2239,1479.166345,6903.317268,5026.244508
,,,,,,,,2240,1627.662567,7700.086641,5571.161026
,,,,,,,,2241,1743.463023,8112.844538,6132.698999
,,,,,,,,2242,1611.820892,9348.047961,6320.218495
,,,,,,,,2243,1478.301017,9459.357451,6283.660442
,,,,,,,,2244,1383.374557,9363.856922,6201.79348
,,,,,,,,2245,1315.46506,9423.818218,6213.888624
,,,,,,,,2246,1318.263909,9239.457587,6062.596297
,,,,,,,,2247,1291.969685,8977.636493,5984.867303
,,,,,,,,2248,1265.140668,8785.177637,5913.805799
,,,,,,,,2249,1355.338418,8865.157272,5847.889293
,,,,,,,,2250,1512.384663,9743.427539,6263.508932
,,,,,,,,2251,1724.14954,10263.18545,6591.793999
,,,,,,,,2252,1911.566123,8523.434854,6285.347768
,,,,,,,,2253,1847.95762,7864.467048,5870.536514
,,,,,,,,2254,1770.443836,7374.24848,5484.93637
,,,,,,,,2255,1718.67327,7361.755708,5185.905338
,,,,,,,,2256,1765.536735,7206.733554,5243.260335
,,,,,,,,2257,1748.211058,6845.585851,4881.597086
,,,,,,,,2258,1562.890017,6595.635696,4989.032845
,,,,,,,,2259,1468.237447,6355.155463,4729.414896
,,,,,,,,2260,1417.053844,6227.874102,4571.749762
,,,,,,,,2261,1416.110044,6226.761738,4556.710451
,,,,,,,,2262,1457.62497,6360.53173,4674.149808
,,,,,,,,2263,1511.334849,6921.75418,5068.429297
,,,,,,,,2264,1607.670755,7583.895433,5553.427007
,,,,,,,,2265,1691.576231,8660.165782,6080.740484
,,,,,,,,2266,1572.022647,9879.15713,6077.546875
,,,,,,,,2267,1450.221824,10203.24122,5917.724987
,,,,,,,,2268,1375.802533,9749.343311,5860.867679
,,,,,,,,2269,1360.371624,9518.423159,5765.444212
,,,,,,,,2270,1383.694499,9417.571447,5601.208253
,,,,,,,,2271,1385.462175,9543.367058,5618.268069
,,,,,,,,2272,1406.995418,9291.330921,5591.506059
,,,,,,,,2273,1441.765874,9225.614525,5732.501641
,,,,,,,,2274,1523.591532,9536.134601,6017.427671
,,,,,,,,2275,1721.84833,10912.59885,6534.750848
,,,,,,,,2276,1902.404535,9421.597912,6424.680213
,,,,,,,,2277,1789.178258,8361.708906,6005.292756
,,,,,,,,2278,1674.2287,7505.506319,5522.134488
,,,,,,,,2279,1588.851361,7441.631874,5161.187266
,,,,,,,,2280,1668.697883,7295.080486,5275.0528
,,,,,,,,2281,1710.571815,6991.268765,4875.248885
,,,,,,,,2282,1629.54738,6750.445769,5025.158392
,,,,,,,,2283,1558.016545,6472.976717,4697.201328
,,,,,,,,2284,1526.23207,6302.153253,4554.688779
,,,,,,,,2285,1552.806557,6278.088992,4563.64459
,,,,,,,,2286,1602.79296,6442.613126,4683.674679
,,,,,,,,2287,1662.743417,6975.06594,5070.792696
,,,,,,,,2288,1780.32048,7679.344477,5672.633569
,,,,,,,,2289,1847.815672,8793.666621,6157.103212
,,,,,,,,2290,1697.287846,9495.612952,6159.856571
,,,,,,,,2291,1611.46262,9610.941348,6015.779175
,,,,,,,,2292,1489.088224,8997.272725,5925.769737
,,,,,,,,2293,1467.544481,8946.704723,5691.201456
,,,,,,,,2294,1430.167991,8708.570222,5573.509234
,,,,,,,,2295,1414.771712,8448.76061,5300.111846
,,,,,,,,2296,1394.822902,8114.918416,5271.735628
,,,,,,,,2297,1405.455732,8034.985448,5588.299316
,,,,,,,,2298,1498.939206,8438.715779,5998.500888
,,,,,,,,2299,1652.323068,9167.500956,6420.903381
,,,,,,,,2300,1809.78958,8275.918161,6227.834497
,,,,,,,,2301,1723.959623,7693.323082,5845.172694
,,,,,,,,2302,1615.614687,7275.71863,5379.503477
,,,,,,,,2303,1565.865152,7368.415346,5139.595849
,,,,,,,,2304,1672.583947,7343.247956,5243.079049
,,,,,,,,2305,1648.765784,7067.37457,4863.16741
,,,,,,,,2306,1456.506821,6786.209906,4895.35886
,,,,,,,,2307,1296.928826,6475.20467,4596.828127
,,,,,,,,2308,1220.622079,6267.289579,4396.214995
,,,,,,,,2309,1179.386451,6213.625658,4335.324935
,,,,,,,,2310,1174.481687,6260.038564,4328.017652
,,,,,,,,2311,1198.945824,6378.740373,4484.106225
,,,,,,,,2312,1229.584909,6666.834041,4634.718334
,,,,,,,,2313,1278.340465,7061.603047,4889.758277
,,,,,,,,2314,1161.305019,7346.948011,4905.854761
,,,,,,,,2315,1013.135491,7214.181097,4724.33826
,,,,,,,,2316,942.0385689,6866.775604,4491.883796
,,,,,,,,2317,922.0937627,6595.650459,4311.371041
,,,,,,,,2318,882.8961419,6450.816872,4162.145052
,,,,,,,,2319,834.257082,6466.464586,4098.319437
,,,,,,,,2320,841.121973,6568.811016,4132.929513
,,,,,,,,2321,900.7255176,6542.631704,4284.153223
,,,,,,,,2322,1085.776861,7132.668624,4646.342777
,,,,,,,,2323,1319.836563,7951.789302,5206.839517
,,,,,,,,2324,1516.880082,7525.357603,5335.813282
,,,,,,,,2325,1471.355915,7190.791214,5067.413505
,,,,,,,,2326,1394.725252,6943.813794,4872.191288
,,,,,,,,2327,1331.273453,6883.764238,4727.406167
,,,,,,,,2328,1462.967269,6806.293232,4793.043185
,,,,,,,,2329,1470.979886,6509.60318,4494.57279
,,,,,,,,2330,1264.58638,6349.51383,4619.980744
,,,,,,,,2331,1108.609999,6104.861936,4362.714854
,,,,,,,,2332,1018.477412,5953.985111,4183.986246
,,,,,,,,2333,986.484645,5912.843864,4032.819172
,,,,,,,,2334,982.853416,5963.354338,4003.482662
,,,,,,,,2335,1001.595085,6045.04327,4121.335478
,,,,,,,,2336,1026.600399,6298.769573,4146.689223
,,,,,,,,2337,1027.355477,6559.163132,4327.231715
,,,,,,,,2338,911.750285,6667.07528,4294.122862
,,,,,,,,2339,823.8699063,6673.158491,4231.097015
,,,,,,,,2340,824.3198659,6548.155391,4070.038967
,,,,,,,,2341,858.7648477,6477.430689,3938.013341
,,,,,,,,2342,896.1407219,6342.06804,3851.054426
,,,,,,,,2343,864.955369,6299.089357,3850.362952
,,,,,,,,2344,887.108276,6399.822187,3955.86813
,,,,,,,,2345,974.7151946,6600.011571,4201.351686
,,,,,,,,2346,1093.112247,6994.366378,4583.665196
,,,,,,,,2347,1385.146081,7853.361793,5337.708943
,,,,,,,,2348,1614.497168,7457.28231,5437.187068
,,,,,,,,2349,1566.695694,7172.795558,5212.1438
,,,,,,,,2350,1535.12695,6877.608137,4911.091961
,,,,,,,,2351,1540.559515,6873.912726,4755.647871
,,,,,,,,2352,1638.058461,6748.204364,4771.14124
,,,,,,,,2353,1720.270777,6480.277304,4554.844713
,,,,,,,,2354,1561.595513,6390.139372,4694.07956
,,,,,,,,2355,1460.64852,6234.09622,4474.507766
,,,,,,,,2356,1446.679416,6121.176724,4296.412921
,,,,,,,,2357,1427.083216,6166.347847,4326.429072
,,,,,,,,2358,1454.790838,6384.359632,4520.631865
,,,,,,,,2359,1597.778536,6818.223939,5003.938591
,,,,,,,,2360,1749.200849,7391.228104,5734.921136
,,,,,,,,2361,1833.552579,8116.213376,6175.393606
,,,,,,,,2362,1693.657617,8485.007335,5962.347996
,,,,,,,,2363,1559.691436,8375.202481,5818.112847
,,,,,,,,2364,1504.963514,8176.370667,5576.656456
,,,,,,,,2365,1453.754454,8126.031503,5492.779792
,,,,,,,,2366,1467.210411,8177.954737,5407.80158
,,,,,,,,2367,1438.338906,8201.932961,5261.464609
,,,,,,,,2368,1414.794092,8019.643949,5443.795155
,,,,,,,,2369,1452.064949,8243.482326,5639.54724
,,,,,,,,2370,1583.63948,8943.139508,6356.492441
,,,,,,,,2371,1819.805097,10261.8663,7131.143664
,,,,,,,,2372,2020.078177,8892.186293,6894.595785
,,,,,,,,2373,1989.701172,8132.080248,6337.246926
,,,,,,,,2374,1891.406526,7511.656339,5930.569144
,,,,,,,,2375,1898.569115,7498.60189,5470.368598
,,,,,,,,2376,1973.269278,7356.761173,5445.567399
,,,,,,,,2377,1958.912873,6906.017171,5117.843853
,,,,,,,,2378,1745.712946,6777.44701,5225.112695
,,,,,,,,2379,1564.081483,6534.322154,4944.517513
,,,,,,,,2380,1488.279275,6382.924028,4758.437213
,,,,,,,,2381,1474.426696,6411.245602,4715.729273
,,,,,,,,2382,1494.331254,6571.157743,4860.508628
,,,,,,,,2383,1601.96324,7244.341856,5391.926723
,,,,,,,,2384,1740.311805,7969.516985,6148.216089
,,,,,,,,2385,1794.917007,8686.09891,6591.750748
,,,,,,,,2386,1636.535285,9139.067364,6315.390253
,,,,,,,,2387,1492.231896,9399.043381,6063.416597
,,,,,,,,2388,1407.769179,8817.761554,5887.790887
,,,,,,,,2389,1366.76396,8391.241519,5757.602077
,,,,,,,,2390,1364.68914,8140.479838,5570.766239
,,,,,,,,2391,1361.888833,7875.010842,5335.443362
,,,,,,,,2392,1352.568465,8081.495625,5578.451876
,,,,,,,,2393,1383.576107,8285.92964,5753.6612
,,,,,,,,2394,1487.342558,9026.606034,6415.180266
,,,,,,,,2395,1719.470773,10620.01417,7247.089038
,,,,,,,,2396,1898.337612,9272.675406,6965.771072
,,,,,,,,2397,1816.918443,8276.237252,6407.472393
,,,,,,,,2398,1733.634163,7735.469958,5969.417183
,,,,,,,,2399,1694.448972,7689.644553,5498.215863
,,,,,,,,2400,1731.313523,7504.778225,5496.453751
,,,,,,,,2401,1703.747291,7215.242311,5052.491064
,,,,,,,,2402,1541.642385,6925.467219,5127.716846
,,,,,,,,2403,1401.615212,6564.987637,4848.284787
,,,,,,,,2404,1349.083525,6389.401083,4673.322523
,,,,,,,,2405,1343.343606,6394.052223,4624.996364
,,,,,,,,2406,1376.457246,6566.127406,4742.521079
,,,,,,,,2407,1500.48049,7204.593177,5285.526795
,,,,,,,,2408,1640.919679,7831.441807,6044.729091
,,,,,,,,2409,1722.353491,8489.161505,6389.468264
,,,,,,,,2410,1562.706811,8927.409557,6271.597758
,,,,,,,,2411,1427.548525,8918.06631,5933.962828
,,,,,,,,2412,1355.573934,8473.151393,5622.004445
,,,,,,,,2413,1321.455908,8413.617121,5432.990484
,,,,,,,,2414,1305.565483,8386.780072,5373.30574
,,,,,,,,2415,1281.983781,8318.171567,5320.089157
,,,,,,,,2416,1286.944298,8357.559076,5294.462134
,,,,,,,,2417,1322.119504,8309.002224,5539.116082
,,,,,,,,2418,1438.677117,8977.046538,6170.442386
,,,,,,,,2419,1659.413937,10319.63592,6829.023771
,,,,,,,,2420,1835.284308,8859.925765,6610.284745
,,,,,,,,2421,1749.059662,7991.671888,6211.15421
,,,,,,,,2422,1665.376349,7429.967321,5743.831667
,,,,,,,,2423,1602.52005,7425.214579,5198.611648
,,,,,,,,2424,1648.668292,7245.822975,5188.16247
,,,,,,,,2425,1631.99641,6999.211594,4797.231702
,,,,,,,,2426,1463.75325,6754.433286,4884.725449
,,,,,,,,2427,1326.337443,6413.106298,4613.371082
,,,,,,,,2428,1288.579811,6249.10153,4430.770447
,,,,,,,,2429,1286.781261,6247.629895,4434.289616
,,,,,,,,2430,1320.3269,6409.746397,4563.102867
,,,,,,,,2431,1451.276194,7014.105168,5098.65567
,,,,,,,,2432,1582.280662,7686.890564,5890.818569
,,,,,,,,2433,1676.093781,8345.745874,6247.771375
,,,,,,,,2434,1542.980973,8929.540797,6157.433869
,,,,,,,,2435,1411.94601,9285.075378,5878.285534
,,,,,,,,2436,1351.225644,9010.839317,5646.53855
,,,,,,,,2437,1357.731806,8882.562582,5470.359381
,,,,,,,,2438,1347.657216,8849.228712,5380.136083
,,,,,,,,2439,1343.587191,8659.922366,5291.758113
,,,,,,,,2440,1339.946436,8590.596635,5239.000927
,,,,,,,,2441,1356.377447,8420.374138,5577.804969
,,,,,,,,2442,1447.155245,9176.633545,6004.069595
,,,,,,,,2443,1675.195071,10489.65879,6789.830425
,,,,,,,,2444,1848.873708,9015.15361,6544.615482
,,,,,,,,2445,1774.504262,8225.425693,6141.290929
,,,,,,,,2446,1661.292194,7487.694245,5592.758025
,,,,,,,,2447,1586.367089,7404.096672,5162.386645
,,,,,,,,2448,1631.210667,7246.862735,5162.241554
,,,,,,,,2449,1615.072872,6993.938745,4795.352856
,,,,,,,,2450,1467.353756,6739.620967,4895.797136
,,,,,,,,2451,1316.134343,6393.057726,4665.066882
,,,,,,,,2452,1229.205962,6227.113619,4530.24944
,,,,,,,,2453,1228.491829,6225.124367,4520.614095
,,,,,,,,2454,1262.240609,6410.01463,4642.537696
,,,,,,,,2455,1386.210615,6924.839938,5145.901854
,,,,,,,,2456,1517.654853,7625.049122,5813.364634
,,,,,,,,2457,1621.164095,8556.197746,6098.031512
,,,,,,,,2458,1489.162133,9335.186864,5933.557886
,,,,,,,,2459,1358.322218,9611.673667,5739.606937
,,,,,,,,2460,1316.367274,9359.131856,5711.892812
,,,,,,,,2461,1313.719132,9189.165941,5663.159691
,,,,,,,,2462,1308.489641,8820.42675,5639.069915
,,,,,,,,2463,1328.595149,8409.3117,5569.219664
,,,,,,,,2464,1358.20688,7969.65676,5542.106516
,,,,,,,,2465,1371.601545,8089.693882,5525.96602
,,,,,,,,2466,1472.254431,8821.195722,5735.399765
,,,,,,,,2467,1654.408643,9547.388881,6234.444162
,,,,,,,,2468,1785.006838,8275.726589,6138.792963
,,,,,,,,2469,1689.522332,7723.806372,5792.269492
,,,,,,,,2470,1613.118146,7207.8468,5353.956802
,,,,,,,,2471,1562.645057,7323.578338,5058.498663
,,,,,,,,2472,1633.558461,7258.847765,5141.870376
,,,,,,,,2473,1613.182767,6983.57358,4770.576988
,,,,,,,,2474,1412.91895,6718.598679,4819.24003
,,,,,,,,2475,1282.242045,6366.874358,4511.048055
,,,,,,,,2476,1209.482055,6193.993253,4358.003335
,,,,,,,,2477,1145.61871,6155.966143,4278.333208
