Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,4098,1808.7608,12059.54836,7198.893231
,,,,,,,,4099,2056.581896,12321.16428,7568.647388
,,,,,,,,4100,2077.632841,11497.89473,7185.715489
,,,,,,,,4101,2064.182595,10674.56783,6752.870912
,,,,,,,,4102,2041.820214,9718.990345,6444.00769
,,,,,,,,4103,1971.149056,9398.5495,5640.752705
,,,,,,,,4104,1906.802581,9132.738514,5585.169913
,,,,,,,,4105,1819.637806,8759.608281,5353.574544
,,,,,,,,4106,1476.495226,8487.640535,5371.177459
,,,,,,,,4107,1233.272173,7855.771574,5181.687598
,,,,,,,,4108,1054.445752,7416.545183,5000.578014
,,,,,,,,4109,1062.174026,7426.738325,4971.315789
,,,,,,,,4110,1092.645988,7971.685136,5164.387662
,,,,,,,,4111,1374.116007,9036.600713,5651.615043
,,,,,,,,4112,1854.967203,10031.84359,6590.58967
,,,,,,,,4113,2024.789098,10379.56509,6807.128752
,,,,,,,,4114,1918.102223,9995.21105,6667.747378
,,,,,,,,4115,1789.10233,9371.641378,6323.423964
,,,,,,,,4116,1703.939683,8783.731529,6017.308204
,,,,,,,,4117,1673.772309,8648.446755,5857.022417
,,,,,,,,4118,1670.159995,8570.101777,5818.883874
,,,,,,,,4119,1657.958166,8524.946348,5728.780143
,,,,,,,,4120,1637.119322,8635.973831,5824.171098
,,,,,,,,4121,1693.942258,9087.604875,6125.008128
,,,,,,,,4122,1881.957887,11200.8281,6937.284378
,,,,,,,,4123,2129.406393,11904.52022,7321.144139
,,,,,,,,4124,2170.192115,11326.49725,6989.811805
,,,,,,,,4125,2147.038626,10801.19559,6782.286703
,,,,,,,,4126,2106.832584,9698.706183,6217.235809
,,,,,,,,4127,1961.857243,9389.135609,5697.021254
,,,,,,,,4128,1898.680296,9136.676062,5684.753624
,,,,,,,,4129,1849.217409,8788.282777,5449.026125
,,,,,,,,4130,1537.915445,8482.050551,5478.131125
,,,,,,,,4131,1343.254304,7846.170574,5220.115385
,,,,,,,,4132,1352.656286,7399.023935,5034.31998
,,,,,,,,4133,1300.149667,7319.60272,4949.83367
,,,,,,,,4134,1326.316867,7818.28314,5183.586805
,,,,,,,,4135,1504.928666,8851.784444,5555.120004
,,,,,,,,4136,1911.229911,9732.10125,6590.539447
,,,,,,,,4137,2097.577979,10179.17265,6885.275732
,,,,,,,,4138,2034.160056,9848.62149,6974.742995
,,,,,,,,4139,1917.213085,9412.515147,6726.789795
,,,,,,,,4140,1866.045885,8883.250626,6458.436698
,,,,,,,,4141,1819.018889,8644.071862,6314.193391
,,,,,,,,4142,1786.716143,8546.992535,6260.349169
,,,,,,,,4143,1769.563605,8433.004225,6305.125744
,,,,,,,,4144,1697.652521,8506.01659,6380.799651
,,,,,,,,4145,1773.890907,8984.163918,6537.47
,,,,,,,,4146,2021.728203,10712.20354,7313.620476
,,,,,,,,4147,2285.429852,10968.12941,7400.471281
,,,,,,,,4148,2328.059228,10056.8466,7034.97718
,,,,,,,,4149,2322.730428,9604.574659,6810.044059
,,,,,,,,4150,2306.659705,9205.749175,6341.770031
,,,,,,,,4151,2304.131753,9106.744858,5867.313773
,,,,,,,,4152,2309.296052,8893.024836,5941.994712
,,,,,,,,4153,2298.283507,8648.6174,5713.308736
,,,,,,,,4154,2075.829084,8364.401359,5708.182165
,,,,,,,,4155,1723.114947,7583.890696,5582.363714
,,,,,,,,4156,1556.617182,7174.207974,5389.645026
,,,,,,,,4157,1480.350491,7026.12882,5276.703354
,,,,,,,,4158,1525.512258,7117.837207,5253.824312
,,,,,,,,4159,1629.014103,7469.321887,5499.357239
,,,,,,,,4160,1830.157672,8215.888925,5677.879903
,,,,,,,,4161,2141.21299,8853.793337,6087.178403
,,,,,,,,4162,2141.36224,9001.824039,6504.995531
,,,,,,,,4163,1991.659402,8810.144671,6301.941989
,,,,,,,,4164,1862.608542,8521.608111,5925.126634
,,,,,,,,4165,1767.155609,8277.92979,5627.898708
,,,,,,,,4166,1713.671958,7992.857336,5466.749966
,,,,,,,,4167,1667.966622,7873.060304,5420.907089
,,,,,,,,4168,1625.799909,8027.737494,5482.078688
,,,,,,,,4169,1770.01753,8502.738354,5857.648302
,,,,,,,,4170,1979.681348,9640.142981,6666.259788
,,,,,,,,4171,2238.865213,10230.39972,7052.560203
,,,,,,,,4172,2276.08138,9629.895245,6900.165505
,,,,,,,,4173,2249.861651,9408.509096,6684.430652
,,,,,,,,4174,2223.867668,9217.255853,6181.003413
,,,,,,,,4175,2206.118213,9156.450527,5816.827276
,,,,,,,,4176,2253.057714,8954.626852,5885.370649
,,,,,,,,4177,2266.664104,8550.177525,5688.678653
,,,,,,,,4178,2186.046238,8208.62653,5731.055896
,,,,,,,,4179,1847.546543,7651.697117,5581.917187
,,,,,,,,4180,1649.856137,7360.575005,5415.03725
,,,,,,,,4181,1521.26465,7253.408215,5285.987816
,,,,,,,,4182,1464.103648,7330.487725,5240.645735
,,,,,,,,4183,1404.923339,7656.860112,5306.713938
,,,,,,,,4184,1498.34117,8403.723397,5403.492668
,,,,,,,,4185,1670.256097,9172.697453,5603.853954
,,,,,,,,4186,1764.128693,9264.220741,5692.309706
,,,,,,,,4187,1662.990087,8965.040734,5541.092687
,,,,,,,,4188,1442.793229,8570.036362,5155.908976
,,,,,,,,4189,1274.118564,8307.204371,4986.684535
,,,,,,,,4190,1198.876646,8155.756692,4933.637871
,,,,,,,,4191,1162.145102,8150.039435,4876.333054
,,,,,,,,4192,1170.31836,8415.758179,4924.64775
,,,,,,,,4193,1382.603892,9052.92582,5238.071981
,,,,,,,,4194,1772.10551,11357.33724,6287.905013
,,,,,,,,4195,2023.272481,12201.63484,6817.644773
,,,,,,,,4196,2068.982468,11632.13716,6672.706448
,,,,,,,,4197,2044.169942,11002.0967,6556.707922
,,,,,,,,4198,2016.170975,9843.746161,6195.481813
,,,,,,,,4199,1958.289635,9335.467422,5641.086259
,,,,,,,,4200,1881.243102,8918.566021,5573.381171
,,,,,,,,4201,1802.339598,8522.083665,5425.928275
,,,,,,,,4202,1493.50293,8272.805924,5503.728417
,,,,,,,,4203,1255.460866,7647.172072,5339.264856
,,,,,,,,4204,1095.904602,7378.898829,5189.974349
,,,,,,,,4205,1061.442702,7449.747268,5158.824273
,,,,,,,,4206,1033.601516,8129.396107,5283.002925
,,,,,,,,4207,1312.533574,9267.380338,5816.904204
,,,,,,,,4208,1808.744037,11276.55724,6653.031227
,,,,,,,,4209,1982.024855,12151.70655,7365.898162
,,,,,,,,4210,1860.76823,11716.14788,7526.056517
,,,,,,,,4211,1705.277355,11032.22411,7114.389377
,,,,,,,,4212,1612.841564,10126.5169,6637.230375
,,,,,,,,4213,1570.241653,9462.084907,6303.226279
,,,,,,,,4214,1564.045214,9053.074699,6293.04165
,,,,,,,,4215,1575.484087,8855.336068,6125.98415
,,,,,,,,4216,1612.541318,8960.736051,6216.95256
,,,,,,,,4217,1686.605414,10391.2503,6487.001193
,,,,,,,,4218,1847.581849,13066.87527,7634.726137
,,,,,,,,4219,2126.293486,13686.97782,8005.614407
,,,,,,,,4220,2142.863858,13226.37752,7512.798196
,,,,,,,,4221,2098.840407,12647.47407,6944.430581
,,,,,,,,4222,2061.736171,11413.07548,6546.659412
,,,,,,,,4223,2038.719634,10362.84417,5828.119352
,,,,,,,,4224,2009.039529,9448.342897,5704.649463
,,,,,,,,4225,2026.454552,9123.378441,5440.90731
,,,,,,,,4226,1907.143084,8782.563587,5516.73122
,,,,,,,,4227,1629.085442,8304.727319,5352.034136
,,,,,,,,4228,1481.63858,7793.235651,5195.983581
,,,,,,,,4229,1435.479449,7743.640805,5142.671312
,,,,,,,,4230,1465.697834,8337.392203,5272.218052
,,,,,,,,4231,1670.57296,9600.311537,5887.013695
,,,,,,,,4232,2047.931514,11994.61142,6675.231912
,,,,,,,,4233,2111.654274,12623.68744,7552.267536
,,,,,,,,4234,2015.591966,11958.31823,7927.324622
,,,,,,,,4235,1899.577513,11471.07683,7708.059871
,,,,,,,,4236,1814.972671,10463.42468,7490.374844
,,,,,,,,4237,1795.69359,9856.153381,7368.607253
,,,,,,,,4238,1780.628584,9355.313418,7311.335156
,,,,,,,,4239,1787.091048,9057.865027,7305.586509
,,,,,,,,4240,1819.643782,9189.62728,7343.928108
,,,,,,,,4241,1911.962905,10780.74059,7454.599871
,,,,,,,,4242,2124.531574,13334.36509,8121.469648
,,,,,,,,4243,2445.695188,14098.27272,8219.910587
,,,,,,,,4244,2474.110528,13716.24564,7922.941779
,,,,,,,,4245,2421.130157,13252.59212,7168.833782
,,,,,,,,4246,2353.692521,12162.45989,6744.720274
,,,,,,,,4247,2334.660449,11119.95268,6254.927859
,,,,,,,,4248,2328.240363,9748.602193,6075.176906
,,,,,,,,4249,2135.695685,8589.872988,5482.743856
,,,,,,,,4250,1742.353128,8308.314328,5552.701716
,,,,,,,,4251,1510.863346,7632.95546,5355.544194
,,,,,,,,4252,1329.47659,7210.682751,5175.342239
,,,,,,,,4253,1329.653066,7144.602222,5117.630349
,,,,,,,,4254,1306.880622,7541.98105,5234.028175
,,,,,,,,4255,1556.610317,8740.120681,5654.958432
,,,,,,,,4256,1909.848023,9457.858994,6433.467634
,,,,,,,,4257,2192.795778,9593.14053,6887.617257
,,,,,,,,4258,2077.52821,9278.058821,6896.217402
,,,,,,,,4259,1923.671397,8889.372351,6532.953363
,,,,,,,,4260,1844.949121,8543.392405,6307.394402
,,,,,,,,4261,1752.330775,8349.76139,6146.496806
,,,,,,,,4262,1734.435745,8216.123185,6181.250711
,,,,,,,,4263,1710.535063,8166.751202,6077.131356
,,,,,,,,4264,1688.690741,8240.152344,6074.035835
,,,,,,,,4265,1782.475633,8671.507368,6249.347025
,,,,,,,,4266,1928.382966,10274.02811,6975.245047
,,,,,,,,4267,2151.231286,11104.51957,7415.183254
,,,,,,,,4268,2168.593908,10351.08446,6982.597543
,,,,,,,,4269,2127.698869,10028.15064,6769.897131
,,,,,,,,4270,2097.65379,9345.395696,6351.747236
,,,,,,,,4271,1980.097599,9157.286303,5717.267021
,,,,,,,,4272,1871.972832,8884.465081,5704.443132
,,,,,,,,4273,1855.786563,8769.593997,5492.895279
,,,,,,,,4274,1517.208218,8491.861499,5511.123506
,,,,,,,,4275,1275.930078,7860.376487,5319.922708
,,,,,,,,4276,1100.396662,7419.058028,5133.192594
,,,,,,,,4277,1121.234463,7423.600304,5106.111082
,,,,,,,,4278,1145.996633,7957.382923,5275.835598
,,,,,,,,4279,1420.338942,9023.261003,5758.30282
,,,,,,,,4280,1892.149752,10019.63412,6686.517973
,,,,,,,,4281,2035.963468,10353.05853,6881.251286
,,,,,,,,4282,1906.367349,9951.063668,6697.612614
,,,,,,,,4283,1765.323777,9325.250482,6340.122935
,,,,,,,,4284,1671.047968,8732.507453,6005.602816
,,,,,,,,4285,1624.614676,8592.821139,5829.854989
,,,,,,,,4286,1619.215588,8513.440585,5769.113988
,,,,,,,,4287,1592.519867,8463.026051,5655.931439
,,,,,,,,4288,1545.646803,8563.583033,5698.86778
,,,,,,,,4289,1601.797038,9000.137862,5980.160666
,,,,,,,,4290,1831.836133,11105.21442,6784.409486
,,,,,,,,4291,2089.919011,11818.03314,7146.438211
,,,,,,,,4292,2118.674104,11247.03398,6801.556248
,,,,,,,,4293,2086.894686,10739.65509,6601.025154
,,,,,,,,4294,2039.493256,9637.175872,6037.99393
,,,,,,,,4295,1919.487897,9345.187583,5537.087813
,,,,,,,,4296,1870.847151,9117.128881,5544.965917
,,,,,,,,4297,2121.860085,8881.801309,5593.406301
,,,,,,,,4298,1823.266474,8589.07244,5621.383427
,,,,,,,,4299,1626.36046,7956.480882,5406.638959
,,,,,,,,4300,1634.159734,7511.23499,5219.036871
,,,,,,,,4301,1593.375026,7436.835019,5168.587164
,,,,,,,,4302,1629.84677,7939.404171,5433.899247
,,,,,,,,4303,1773.52508,8956.108979,5795.45252
,,,,,,,,4304,2124.933707,9826.810964,6763.66538
,,,,,,,,4305,2271.136451,10272.37914,7015.19334
,,,,,,,,4306,2156.2168,9935.652196,7072.309365
,,,,,,,,4307,1962.854272,9503.631041,6791.981721
,,,,,,,,4308,1897.533204,8978.482407,6519.215633
,,,,,,,,4309,1830.558308,8736.585085,6363.72576
,,,,,,,,4310,1788.148982,8635.153466,6295.956587
,,,,,,,,4311,1748.769072,8522.106511,6299.497305
,,,,,,,,4312,1681.894212,8602.015648,6389.168009
,,,,,,,,4313,1761.64619,9086.191581,6540.432645
,,,,,,,,4314,2022.514708,10812.70827,7320.878708
,,,,,,,,4315,2294.2879,11073.57443,7398.23045
,,,,,,,,4316,2345.034844,10167.98169,7020.034896
,,,,,,,,4317,2336.8528,9713.415695,6792.463539
,,,,,,,,4318,2314.311494,9322.998745,6330.692899
,,,,,,,,4319,2308.40328,9245.290597,5854.433431
,,,,,,,,4320,2307.428739,9043.684899,5950.329321
,,,,,,,,4321,2336.453902,8801.478233,5717.861077
,,,,,,,,4322,2108.177961,8522.47735,5701.341253
,,,,,,,,4323,1780.709956,7744.414121,5566.406915
,,,,,,,,4324,1644.194195,7339.1727,5378.12718
,,,,,,,,4325,1578.187311,7191.848682,5282.442183
,,,,,,,,4326,1634.94928,7282.258495,5279.919455
,,,,,,,,4327,1702.291957,7628.814442,5510.198627
,,,,,,,,4328,1849.054046,8373.028178,5675.727198
,,,,,,,,4329,2150.820889,9001.543664,6093.637579
,,,,,,,,4330,2158.784766,9140.670054,6508.834175
,,,,,,,,4331,2000.46002,8942.930446,6304.957483
,,,,,,,,4332,1880.845687,8654.851051,5928.39876
,,,,,,,,4333,1773.049892,8405.91132,5609.224004
,,,,,,,,4334,1734.328987,8122.112816,5460.184059
,,,,,,,,4335,1708.023453,7999.024034,5422.12957
,,,,,,,,4336,1696.625492,8155.765023,5492.673474
,,,,,,,,4337,1865.131899,8630.071876,5872.430946
,,,,,,,,4338,2098.378468,9766.983572,6683.166298
,,,,,,,,4339,2364.294516,10353.403,7067.241084
,,,,,,,,4340,2387.639304,9750.241124,6914.303471
,,,,,,,,4341,2379.194663,9515.258069,6710.239149
,,,,,,,,4342,2349.922666,9318.543257,6236.012763
,,,,,,,,4343,2341.171077,9251.829197,5890.571109
,,,,,,,,4344,2358.549451,9050.015611,5970.915248
,,,,,,,,4345,2343.706729,8627.375817,5749.760275
,,,,,,,,4346,2245.620669,8270.560261,5810.933769
,,,,,,,,4347,1870.752274,7713.380408,5640.275073
,,,,,,,,4348,1671.105165,7425.846902,5469.965312
,,,,,,,,4349,1535.455323,7334.13817,5355.061089
,,,,,,,,4350,1499.441034,7420.289059,5323.280692
,,,,,,,,4351,1463.633624,7740.349665,5348.657561
,,,,,,,,4352,1536.072239,8458.911595,5420.509666
,,,,,,,,4353,1733.449716,9206.015948,5629.607402
,,,,,,,,4354,1850.448091,9290.740618,5723.515497
,,,,,,,,4355,1743.758894,8986.631365,5585.8672
,,,,,,,,4356,1535.408912,8586.608485,5261.24102
,,,,,,,,4357,1324.031003,8313.820621,5086.947654
,,,,,,,,4358,1288.966517,8156.87486,5095.471193
,,,,,,,,4359,1253.770516,8160.793625,5069.077943
,,,,,,,,4360,1266.855063,8430.615603,5156.169084
,,,,,,,,4361,1475.413333,9077.65413,5469.91822
,,,,,,,,4362,1873.247014,11411.97133,6533.258056
,,,,,,,,4363,2130.015639,12250.31356,7049.454152
,,,,,,,,4364,2170.260794,11673.8715,6903.175967
,,,,,,,,4365,2137.928155,11034.27747,6791.891453
,,,,,,,,4366,2110.181368,9900.677183,6431.902578
,,,,,,,,4367,2051.909086,9436.058343,5895.4893
,,,,,,,,4368,2012.24984,9039.86299,5862.276964
,,,,,,,,4369,2128.099198,8680.496833,5689.504978
,,,,,,,,4370,1965.296927,8455.630597,5748.476554
,,,,,,,,4371,1648.623154,7944.602057,5576.141473
,,,,,,,,4372,1527.550581,7642.281521,5418.118361
,,,,,,,,4373,1435.160161,7648.713181,5360.856159
,,,,,,,,4374,1506.349605,8276.322404,5499.031554
,,,,,,,,4375,1726.108667,9444.84662,5816.16319
,,,,,,,,4376,2067.445965,11697.22967,6793.332269
,,,,,,,,4377,2107.535512,12636.24395,7382.61309
,,,,,,,,4378,1994.184427,12333.5834,7617.602593
,,,,,,,,4379,1837.520649,11606.73884,7146.848679
,,,,,,,,4380,1745.278974,10706.18587,7001.316515
,,,,,,,,4381,1697.797082,10095.16017,6934.490355
,,,,,,,,4382,1670.076121,9602.91719,6810.937791
,,,,,,,,4383,1668.266086,9342.58526,6491.194144
,,,,,,,,4384,1685.26741,9748.200503,6435.791182
,,,,,,,,4385,1727.143074,11479.70076,6723.134973
,,,,,,,,4386,1869.835192,13491.63793,7827.361055
,,,,,,,,4387,2158.141333,13922.84896,8124.300722
,,,,,,,,4388,2226.935038,13424.93094,7680.255158
,,,,,,,,4389,2125.53083,13028.84714,7142.918789
,,,,,,,,4390,2080.043708,11643.3702,6703.670581
,,,,,,,,4391,2043.049449,10482.43536,6076.499824
,,,,,,,,4392,2043.192773,9530.185212,6004.625653
,,,,,,,,4393,2036.333536,9192.560955,5577.06506
,,,,,,,,4394,1887.598746,8838.239057,5752.480013
,,,,,,,,4395,1551.067183,8325.474624,5461.936593
,,,,,,,,4396,1402.227615,7772.661997,5352.377072
,,,,,,,,4397,1373.035204,7674.927749,5326.029138
,,,,,,,,4398,1426.877631,8245.598393,5394.496943
,,,,,,,,4399,1634.508274,9379.258341,6214.343405
,,,,,,,,4400,1972.901702,11681.45578,6849.262432
,,,,,,,,4401,2016.503551,12454.83874,7659.671933
,,,,,,,,4402,1891.762409,12026.51059,7693.508525
,,,,,,,,4403,1740.141174,11359.43563,7193.105563
,,,,,,,,4404,1663.522772,10645.07715,6490.792203
,,,,,,,,4405,1622.066548,10198.35392,6178.361713
,,,,,,,,4406,1602.115795,9995.950884,6180.501974
,,,,,,,,4407,1610.474999,9794.128432,5991.095312
,,,,,,,,4408,1632.163634,9940.926868,6021.434733
,,,,,,,,4409,1688.447782,11314.23162,6274.848675
,,,,,,,,4410,1830.289884,13194.99219,7554.178065
,,,,,,,,4411,2130.145422,13786.70619,8152.270277
,,,,,,,,4412,2189.999317,13329.09579,7808.533515
,,,,,,,,4413,2131.541803,12830.77971,7408.84751
,,,,,,,,4414,2088.030977,11659.06519,6801.725432
,,,,,,,,4415,2058.059984,10629.44187,6455.528813
,,,,,,,,4416,2061.366289,9535.311249,6230.167068
,,,,,,,,4417,1911.761315,8658.424141,5333.898634
,,,,,,,,4418,1511.769745,8385.052854,5412.221925
,,,,,,,,4419,1275.817942,7713.582925,5203.84007
,,,,,,,,4420,1078.016981,7272.460039,5035.740836
,,,,,,,,4421,1081.663803,7208.541927,4970.441277
,,,,,,,,4422,1057.132415,7620.060446,5069.123225
,,,,,,,,4423,1310.464464,8809.113925,5445.279516
,,,,,,,,4424,1682.804939,9570.285813,6343.677626
,,,,,,,,4425,1978.132355,9735.540333,6745.78251
,,,,,,,,4426,1876.52444,9397.741695,6864.334117
,,,,,,,,4427,1741.630591,8965.323669,6400.814323
,,,,,,,,4428,1690.878406,8621.503496,6166.650078
,,,,,,,,4429,1667.010598,8424.059198,5978.939011
,,,,,,,,4430,1667.203139,8301.527462,6010.706078
,,,,,,,,4431,1671.578308,8278.928066,5906.902326
,,,,,,,,4432,1630.693665,8337.457973,5918.799765
,,,,,,,,4433,1712.143454,8744.98239,6085.086947
,,,,,,,,4434,1839.930547,10506.78878,6971.508694
,,,,,,,,4435,2046.406265,11307.19871,7375.963278
,,,,,,,,4436,2109.592062,10553.87231,6924.722376
,,,,,,,,4437,2103.726168,10263.3529,6662.294203
,,,,,,,,4438,2087.780019,9437.815984,6383.276141
,,,,,,,,4439,1973.585824,9287.375687,5711.482362
,,,,,,,,4440,1879.42373,9052.948437,5702.476116
,,,,,,,,4441,1833.116181,8719.81297,5432.802497
,,,,,,,,4442,1524.027447,8448.336454,5487.155792
,,,,,,,,4443,1273.933779,7787.407166,5296.444289
,,,,,,,,4444,1119.329126,7342.379503,5123.219218
,,,,,,,,4445,1080.879267,7296.097837,5062.030273
,,,,,,,,4446,1119.823379,7722.39075,5189.98075
,,,,,,,,4447,1357.118657,8963.500027,5578.4179
,,,,,,,,4448,1742.476253,10092.26901,6460.854898
,,,,,,,,4449,1987.056179,10549.76921,6815.924926
,,,,,,,,4450,1840.454284,9838.748586,6926.706107
,,,,,,,,4451,1710.262597,9150.190191,6559.466367
,,,,,,,,4452,1636.497774,8658.034849,6303.036783
,,,,,,,,4453,1634.298536,8575.957649,6228.781118
,,,,,,,,4454,1644.783301,8446.741666,6216.782183
,,,,,,,,4455,1665.062381,8407.839268,6145.944903
,,,,,,,,4456,1667.673538,8519.997966,6424.077184
,,,,,,,,4457,1741.784179,9043.169825,6744.96585
,,,,,,,,4458,1872.734163,10930.38164,7627.530624
,,,,,,,,4459,2105.895607,11330.64481,7873.934954
,,,,,,,,4460,2191.49113,11523.81771,7333.543027
,,,,,,,,4461,2175.60887,11160.39386,6956.803515
,,,,,,,,4462,2123.160038,9906.839987,6696.923589
,,,,,,,,4463,2023.825592,9537.479717,6032.492509
,,,,,,,,4464,1929.594736,9273.388105,5983.242096
,,,,,,,,4465,1843.212467,8848.892404,5553.451351
,,,,,,,,4466,1517.832719,8570.803901,5587.164723
,,,,,,,,4467,1223.303518,7971.920667,5381.048915
,,,,,,,,4468,1068.330417,7467.065532,5209.70405
,,,,,,,,4469,995.167382,7378.857588,5129.22741
,,,,,,,,4470,1022.213777,7841.035881,5197.58867
,,,,,,,,4471,1239.335977,9032.065034,5531.349767
,,,,,,,,4472,1611.513877,10229.67511,6485.336918
,,,,,,,,4473,1954.824225,10811.89907,6958.25946
,,,,,,,,4474,1867.355349,10076.60924,7139.164928
,,,,,,,,4475,1701.581882,9487.433922,6797.555587
,,,,,,,,4476,1670.677279,9017.052863,6396.085871
,,,,,,,,4477,1665.650853,8773.917392,6180.925977
,,,,,,,,4478,1663.491301,8584.732158,6142.709288
,,,,,,,,4479,1626.914534,8543.47227,6067.457201
,,,,,,,,4480,1636.569454,8688.965309,6085.539605
,,,,,,,,4481,1752.54162,9432.12243,6266.232974
,,,,,,,,4482,1869.951586,12057.58962,7167.056004
,,,,,,,,4483,2068.707845,12636.75864,7517.983326
,,,,,,,,4484,2155.520807,12116.98441,7082.943314
,,,,,,,,4485,2146.148819,11651.21299,6855.169744
,,,,,,,,4486,2125.597255,10518.60853,6453.04186
,,,,,,,,4487,2081.369778,10191.27877,5914.637239
,,,,,,,,4488,2070.026768,9569.735469,5956.349659
,,,,,,,,4489,2006.810598,9145.891099,5544.451721
,,,,,,,,4490,1660.055128,8731.02349,5579.455601
,,,,,,,,4491,1395.132055,8149.313847,5381.463788
,,,,,,,,4492,1195.858315,7556.532223,5222.647103
,,,,,,,,4493,1185.499118,7356.107001,5097.175234
,,,,,,,,4494,1225.715134,7458.207512,5068.574191
,,,,,,,,4495,1316.431699,8030.510149,5223.89822
,,,,,,,,4496,1532.017106,8777.850564,5420.621461
,,,,,,,,4497,1705.305475,9616.699892,5686.465739
,,,,,,,,4498,1637.384128,9882.731339,5784.6317
,,,,,,,,4499,1521.96455,9207.24681,5488.251099
,,,,,,,,4500,1515.874978,8711.094427,5184.75627
,,,,,,,,4501,1464.73459,8237.370145,4997.749006
,,,,,,,,4502,1477.263785,7987.018878,4876.925501
,,,,,,,,4503,1416.84748,7932.10165,4732.038168
,,,,,,,,4504,1404.695394,8193.667035,4862.349201
,,,,,,,,4505,1618.083553,8867.741823,5077.68455
,,,,,,,,4506,1950.132056,11060.07167,6136.262078
,,,,,,,,4507,2178.504415,11811.05975,6489.639078
,,,,,,,,4508,2290.457812,10892.15002,6314.017215
,,,,,,,,4509,2289.355685,10125.0783,5884.48252
,,,,,,,,4510,2259.179273,9543.484357,5631.669776
,,,,,,,,4511,2268.62224,9423.345455,5537.641596
,,,,,,,,4512,2329.641083,9158.622848,5617.939339
,,,,,,,,4513,2349.453458,8688.548309,5488.790555
,,,,,,,,4514,2167.898476,8217.057628,5578.126162
,,,,,,,,4515,1836.836964,7554.850596,5402.173852
,,,,,,,,4516,1691.571899,7249.354862,5265.036508
,,,,,,,,4517,1620.654413,7162.200936,5216.035908
,,,,,,,,4518,1583.967594,7186.496549,5189.00887
,,,,,,,,4519,1607.701235,7499.880783,5252.372335
,,,,,,,,4520,1663.553408,8297.334324,5328.048002
,,,,,,,,4521,1842.084252,9070.58583,5578.809571
,,,,,,,,4522,1898.204025,9145.221215,5616.499751
,,,,,,,,4523,1829.428945,8847.910009,5421.090836
,,,,,,,,4524,1762.112341,8457.386238,5231.918028
,,,,,,,,4525,1710.771355,8108.773221,5081.570085
,,,,,,,,4526,1717.414885,7867.240425,5026.507703
,,,,,,,,4527,1760.112106,7770.652843,5014.85029
,,,,,,,,4528,1828.914573,7964.673996,5123.427253
,,,,,,,,4529,1949.998367,8667.997128,5450.66857
,,,,,,,,4530,2107.778295,10799.66748,6464.091684
,,,,,,,,4531,2334.20848,12025.06189,6922.924218
,,,,,,,,4532,2414.09235,11750.27851,6908.257565
,,,,,,,,4533,2393.019829,11233.06631,6734.72588
,,,,,,,,4534,2361.863987,10074.33706,6251.142067
,,,,,,,,4535,2332.698427,9394.695687,5843.342639
,,,,,,,,4536,2342.315822,8978.52603,5851.850723
,,,,,,,,4537,2345.050664,8566.926499,5716.451686
,,,,,,,,4538,2196.966928,8333.498635,5767.691451
,,,,,,,,4539,1862.628304,7818.975286,5605.288467
,,,,,,,,4540,1736.931167,7513.617188,5449.494911
,,,,,,,,4541,1642.817052,7518.967273,5392.150247
,,,,,,,,4542,1678.319981,8137.403974,5524.377167
,,,,,,,,4543,1882.525256,9297.603992,5876.208426
,,,,,,,,4544,2230.688278,11546.53071,6826.439584
,,,,,,,,4545,2300.726621,12499.36036,7413.046371
,,,,,,,,4546,2192.314781,12213.02739,7627.029284
,,,,,,,,4547,2009.823656,11507.67809,7133.87142
,,,,,,,,4548,1946.349763,10612.86143,6991.356608
,,,,,,,,4549,1908.829928,10005.16946,6926.752308
,,,,,,,,4550,1905.557811,9529.54941,6827.014651
,,,,,,,,4551,1915.477877,9278.917098,6519.033661
,,,,,,,,4552,1917.536162,9700.30613,6479.055486
,,,,,,,,4553,1980.549484,11432.39619,6832.553942
,,,,,,,,4554,2138.528241,13444.15786,7955.731689
,,,,,,,,4555,2435.882589,13898.99338,8245.747511
,,,,,,,,4556,2520.640869,13417.50275,7787.400014
,,,,,,,,4557,2421.359277,13034.22171,7257.128547
,,,,,,,,4558,2384.787235,11673.05519,6859.795562
,,,,,,,,4559,2345.189076,10551.72001,6269.280297
,,,,,,,,4560,2342.179966,9617.307318,6194.724765
,,,,,,,,4561,2342.260724,9286.612836,5791.429949
,,,,,,,,4562,2211.045189,8947.249676,6012.05672
,,,,,,,,4563,1887.375877,8439.543081,5730.094571
,,,,,,,,4564,1739.648894,7892.11653,5620.412414
,,,,,,,,4565,1694.537014,7799.169249,5606.592742
,,,,,,,,4566,1720.231635,8369.633756,5675.506994
,,,,,,,,4567,1911.957674,9466.669266,6484.847182
,,,,,,,,4568,2215.853904,11771.31791,7095.024454
,,,,,,,,4569,2249.217567,12540.84564,7876.809766
,,,,,,,,4570,2119.480795,12123.86598,7907.69806
,,,,,,,,4571,1958.366973,11462.57309,7427.764529
,,,,,,,,4572,1871.171683,10760.31883,6731.247915
,,,,,,,,4573,1849.588604,10316.3147,6414.809698
,,,,,,,,4574,1841.190349,10114.6723,6407.610664
,,,,,,,,4575,1821.084588,9909.883408,6163.514306
